scenario,method,true,estimate,se,covered,rep,seed
Observed-state MAR,Design erasure,1.0903631836852599,1.2324158281019972,0.10221671554352756,1,484,896370780
Observed-state MAR,Admissible refinement,1.0903631836852599,1.0906169946515092,0.10052500080274503,1,484,896370780
Observed-state MAR,IPCW admissible refinement,1.0903631836852599,1.0896837493674612,0.10022547671594333,1,484,896370780
Observed-state MAR,Mediator-as-state,1.0903631836852599,0.7763138848787499,0.1099604540036223,0,484,896370780
Observed-state MAR,Post-action leakage,1.0903631836852599,0.9206099149157435,0.11603788855197342,1,484,896370780
Observed-state MAR,Oracle state,1.0903631836852599,1.103331852138411,0.09765770095420113,1,484,896370780
Complete,Untyped naive contrast,1.1365196459644324,1.7281616610442192,0.15720529276717665,0,485,1520700931
Complete,Coarse locked state,1.1365196459644324,1.090568498971904,0.09119642573206738,1,485,1520700931
Complete,Design erasure,1.1365196459644324,1.190666078532154,0.0918762615949607,1,485,1520700931
Complete,Admissible refinement,1.1365196459644324,1.066039382463176,0.09057556977114313,1,485,1520700931
Complete,Mediator-as-state,1.1365196459644324,0.764827149823262,0.08589509105281323,0,485,1520700931
Complete,Post-action leakage,1.1365196459644324,0.9363682527474873,0.08864898252347071,0,485,1520700931
Complete,Oracle state,1.1365196459644324,1.0885944933252651,0.08944706627172973,1,485,1520700931
Observed-state MAR,Untyped naive contrast,1.0841292907527273,1.9600405265726784,0.16134776862921488,0,485,1520700931
Observed-state MAR,Coarse locked state,1.0841292907527273,1.0976127818139731,0.10795627196789487,1,485,1520700931
Observed-state MAR,Design erasure,1.0841292907527273,1.2761307043010675,0.09860266234619494,1,485,1520700931
Observed-state MAR,Admissible refinement,1.0841292907527273,1.1161397571724105,0.10576824436800819,1,485,1520700931
Observed-state MAR,IPCW admissible refinement,1.0841292907527273,1.113956521457893,0.10682747990046808,1,485,1520700931
Observed-state MAR,Mediator-as-state,1.0841292907527273,0.6904900680657514,0.11682036053783264,0,485,1520700931
Observed-state MAR,Post-action leakage,1.0841292907527273,0.8703360318877859,0.1155588983315661,1,485,1520700931
Observed-state MAR,Oracle state,1.0841292907527273,1.1281210608841723,0.1023684133641643,1,485,1520700931
Complete,Untyped naive contrast,1.0919615102511353,1.9922800615645824,0.14820861343004768,0,486,1126975659
Complete,Coarse locked state,1.0919615102511353,1.1182510841430153,0.10685819082500535,1,486,1126975659
Complete,Design erasure,1.0919615102511353,1.2740433693941666,0.0963265694134754,1,486,1126975659
Complete,Admissible refinement,1.0919615102511353,1.119294533990641,0.09812252352443665,1,486,1126975659
Complete,Mediator-as-state,1.0919615102511353,0.7470945769737048,0.10041333118207922,0,486,1126975659
Complete,Post-action leakage,1.0919615102511353,0.8880956895662963,0.10779128914067351,1,486,1126975659
Complete,Oracle state,1.0919615102511353,1.1280355423059494,0.09518058090122476,1,486,1126975659
Observed-state MAR,Untyped naive contrast,1.0539930839999039,2.134151585329188,0.17179619687390427,0,486,1126975659
Observed-state MAR,Coarse locked state,1.0539930839999039,1.18695325891819,0.11599653350451329,1,486,1126975659
Observed-state MAR,Design erasure,1.0539930839999039,1.2717766972684266,0.1075637738090637,0,486,1126975659
Observed-state MAR,Admissible refinement,1.0539930839999039,1.1668083226283577,0.10604650950312587,1,486,1126975659
Observed-state MAR,IPCW admissible refinement,1.0539930839999039,1.1733664728636977,0.10784872941038312,1,486,1126975659
Observed-state MAR,Mediator-as-state,1.0539930839999039,0.7287990254170605,0.1245354611772281,0,486,1126975659
Observed-state MAR,Post-action leakage,1.0539930839999039,0.929921745767377,0.12877134039084095,1,486,1126975659
Observed-state MAR,Oracle state,1.0539930839999039,1.1489560171653612,0.10107061665780305,1,486,1126975659
Complete,Untyped naive contrast,1.0097414043478796,1.5293352342568105,0.15233320017659058,0,487,3902080849
Complete,Coarse locked state,1.0097414043478796,0.9105661725010726,0.08516697210437715,1,487,3902080849
Complete,Design erasure,1.0097414043478796,1.078728858090391,0.08029911996857712,1,487,3902080849
Complete,Admissible refinement,1.0097414043478796,0.9470382055777836,0.08053115828308949,1,487,3902080849
Complete,Mediator-as-state,1.0097414043478796,0.5688414132977272,0.09011493804318997,0,487,3902080849
Complete,Post-action leakage,1.0097414043478796,0.7014841797693447,0.08524369796738726,0,487,3902080849
Complete,Oracle state,1.0097414043478796,0.9427240526280529,0.08012529592863055,1,487,3902080849
Observed-state MAR,Untyped naive contrast,1.0716421845155435,1.9676396827837999,0.1700599215837558,0,487,3902080849
Observed-state MAR,Coarse locked state,1.0716421845155435,0.9156483062475445,0.10737953284555436,1,487,3902080849
Observed-state MAR,Design erasure,1.0716421845155435,1.006841522957534,0.09535252686275444,1,487,3902080849
Observed-state MAR,Admissible refinement,1.0716421845155435,0.8917349017652159,0.10039312004946782,1,487,3902080849
Observed-state MAR,IPCW admissible refinement,1.0716421845155435,0.8842433482109369,0.10054799000111117,1,487,3902080849
Observed-state MAR,Mediator-as-state,1.0716421845155435,0.5252693631243222,0.10650160855301,0,487,3902080849
Observed-state MAR,Post-action leakage,1.0716421845155435,0.7306131127677709,0.11039449744894826,0,487,3902080849
Observed-state MAR,Oracle state,1.0716421845155435,0.8932533323503198,0.10103919239113018,1,487,3902080849
Complete,Untyped naive contrast,1.035550599130196,1.6507333603403056,0.14366020152299824,0,488,22956963
Complete,Coarse locked state,1.035550599130196,1.1439577128914196,0.09968817895344637,1,488,22956963
Complete,Design erasure,1.035550599130196,1.2792275250344516,0.09184785632013316,0,488,22956963
Complete,Admissible refinement,1.035550599130196,1.1665058325547741,0.09497628247569209,1,488,22956963
Complete,Mediator-as-state,1.035550599130196,0.7271358586216475,0.09700025014735321,0,488,22956963
Complete,Post-action leakage,1.035550599130196,0.9036244374021786,0.1039363426895775,1,488,22956963
Complete,Oracle state,1.035550599130196,1.156074973896641,0.09104736658293236,1,488,22956963
Observed-state MAR,Untyped naive contrast,1.042980227810919,1.8671260997037773,0.18711397443206965,0,488,22956963
Observed-state MAR,Coarse locked state,1.042980227810919,1.0946481339987126,0.11852202527110825,1,488,22956963
Observed-state MAR,Design erasure,1.042980227810919,1.3762594361549338,0.11027608875202283,0,488,22956963
Observed-state MAR,Admissible refinement,1.042980227810919,1.1160439793488806,0.11388618538038249,1,488,22956963
Observed-state MAR,IPCW admissible refinement,1.042980227810919,1.103910544149189,0.11390375809571698,1,488,22956963
Observed-state MAR,Mediator-as-state,1.042980227810919,0.760960617174907,0.1282045093503297,0,488,22956963
Observed-state MAR,Post-action leakage,1.042980227810919,0.9523439237761191,0.12504947840083613,1,488,22956963
Observed-state MAR,Oracle state,1.042980227810919,1.121635117089252,0.10919093500038925,1,488,22956963
Complete,Untyped naive contrast,1.040810207799177,1.7878594201397893,0.16642518624963418,0,489,1178418333
Complete,Coarse locked state,1.040810207799177,0.9815568559430731,0.08452523391796374,1,489,1178418333
Complete,Design erasure,1.040810207799177,1.1021884588869668,0.08404241316803296,1,489,1178418333
Complete,Admissible refinement,1.040810207799177,0.9595414324636293,0.08061849235360574,1,489,1178418333
Complete,Mediator-as-state,1.040810207799177,0.6450105512871998,0.08654161884516937,0,489,1178418333
Complete,Post-action leakage,1.040810207799177,0.7718491737384551,0.09011451386550638,0,489,1178418333
Complete,Oracle state,1.040810207799177,0.992478676762254,0.08067940430254898,1,489,1178418333
Observed-state MAR,Untyped naive contrast,1.053241567101807,2.035744467220352,0.18609391183238666,0,489,1178418333
Observed-state MAR,Coarse locked state,1.053241567101807,0.9930792813125751,0.09748153364902055,1,489,1178418333
Observed-state MAR,Design erasure,1.053241567101807,1.170584280320089,0.10578475790651432,1,489,1178418333
Observed-state MAR,Admissible refinement,1.053241567101807,1.0186330863996649,0.09814371572745953,1,489,1178418333
Observed-state MAR,IPCW admissible refinement,1.053241567101807,1.017251527474577,0.0983247625086472,1,489,1178418333
Observed-state MAR,Mediator-as-state,1.053241567101807,0.6925577655553017,0.09761482424956239,0,489,1178418333
Observed-state MAR,Post-action leakage,1.053241567101807,0.7637222169159801,0.10651860112636048,0,489,1178418333
Observed-state MAR,Oracle state,1.053241567101807,1.0118483695943945,0.09743185638484955,1,489,1178418333
Complete,Untyped naive contrast,1.054951737937526,1.8323210888786572,0.14328457641820921,0,490,998064626
Complete,Coarse locked state,1.054951737937526,0.8983020557925692,0.09020996492905933,1,490,998064626
Complete,Design erasure,1.054951737937526,0.9985921516643566,0.09325834740490767,1,490,998064626
Complete,Admissible refinement,1.054951737937526,0.8772740031548301,0.08816695076620107,0,490,998064626
Complete,Mediator-as-state,1.054951737937526,0.5745302647008608,0.09480920040077725,0,490,998064626
Complete,Post-action leakage,1.054951737937526,0.7449352392660531,0.09616187980932112,0,490,998064626
Complete,Oracle state,1.054951737937526,0.8797461554072374,0.08623421520070612,0,490,998064626
Observed-state MAR,Untyped naive contrast,1.0829315572250655,1.9840451646106099,0.1796569587997795,0,490,998064626
Observed-state MAR,Coarse locked state,1.0829315572250655,1.2318237264992897,0.12487919203386827,1,490,998064626
Observed-state MAR,Design erasure,1.0829315572250655,1.4854560922319495,0.12496308707428112,0,490,998064626
Observed-state MAR,Admissible refinement,1.0829315572250655,1.2575401173266936,0.12338058794063753,1,490,998064626
Observed-state MAR,IPCW admissible refinement,1.0829315572250655,1.2464392814536356,0.12384486860409327,1,490,998064626
Observed-state MAR,Mediator-as-state,1.0829315572250655,0.9446270996506344,0.13412342005778355,1,490,998064626
Observed-state MAR,Post-action leakage,1.0829315572250655,1.0552874278566082,0.1328527666399888,1,490,998064626
Observed-state MAR,Oracle state,1.0829315572250655,1.2889885094239457,0.12330952935222092,1,490,998064626
Complete,Untyped naive contrast,1.0464864428618585,1.8924271214281745,0.15231839994351232,0,491,3709034872
Complete,Coarse locked state,1.0464864428618585,1.0238660582246781,0.09484141562167432,1,491,3709034872
Complete,Design erasure,1.0464864428618585,1.1569594454963612,0.08616934936506852,1,491,3709034872
Complete,Admissible refinement,1.0464864428618585,1.0324254627805194,0.08596659864920848,1,491,3709034872
Complete,Mediator-as-state,1.0464864428618585,0.6097264809296216,0.09358075371840172,0,491,3709034872
Complete,Post-action leakage,1.0464864428618585,0.8209897026786528,0.09617857511234837,0,491,3709034872
Complete,Oracle state,1.0464864428618585,1.0636429167389263,0.0830723779276748,1,491,3709034872
Observed-state MAR,Untyped naive contrast,1.0559878359394865,1.657125253767735,0.15421569071400168,0,491,3709034872
Observed-state MAR,Coarse locked state,1.0559878359394865,1.0375360136841842,0.1091942074775981,1,491,3709034872
Observed-state MAR,Design erasure,1.0559878359394865,1.1604567661371195,0.10513437338190547,1,491,3709034872
Observed-state MAR,Admissible refinement,1.0559878359394865,1.0511051238965117,0.1026126801732989,1,491,3709034872
Observed-state MAR,IPCW admissible refinement,1.0559878359394865,1.0338669005397692,0.10294507207375124,1,491,3709034872
Observed-state MAR,Mediator-as-state,1.0559878359394865,0.7130853716387455,0.10947876790336711,0,491,3709034872
Observed-state MAR,Post-action leakage,1.0559878359394865,0.7960553918643706,0.11111020110386566,0,491,3709034872
Observed-state MAR,Oracle state,1.0559878359394865,1.0643096779253074,0.09911701252119012,1,491,3709034872
Complete,Untyped naive contrast,1.05176374549382,1.6486667701179825,0.14444045280349238,0,492,3058113772
Complete,Coarse locked state,1.05176374549382,0.8208035970510119,0.0991868092997983,0,492,3058113772
Complete,Design erasure,1.05176374549382,1.048041966261434,0.08821905214225961,1,492,3058113772
Complete,Admissible refinement,1.05176374549382,0.8303537911813085,0.09287600704479547,0,492,3058113772
Complete,Mediator-as-state,1.05176374549382,0.4153176330592736,0.09354970353421983,0,492,3058113772
Complete,Post-action leakage,1.05176374549382,0.5584801774373357,0.09426464017250469,0,492,3058113772
Complete,Oracle state,1.05176374549382,0.851203368983314,0.08906406647838662,0,492,3058113772
Observed-state MAR,Untyped naive contrast,1.085423543199933,1.5242726278565302,0.16448824030551473,0,492,3058113772
Observed-state MAR,Coarse locked state,1.085423543199933,1.0227930933558969,0.09553475957640818,1,492,3058113772
Observed-state MAR,Design erasure,1.085423543199933,1.1588110946026882,0.10340447255842852,1,492,3058113772
Observed-state MAR,Admissible refinement,1.085423543199933,1.0195063433447253,0.0964668368447655,1,492,3058113772
Observed-state MAR,IPCW admissible refinement,1.085423543199933,1.0244680809643867,0.09847282135242937,1,492,3058113772
Observed-state MAR,Mediator-as-state,1.085423543199933,0.7020724486181831,0.10058703593167373,0,492,3058113772
Observed-state MAR,Post-action leakage,1.085423543199933,0.8486399991547906,0.09473934248787506,0,492,3058113772
Observed-state MAR,Oracle state,1.085423543199933,1.0351012348402018,0.0954481163379563,1,492,3058113772
Complete,Untyped naive contrast,1.0869233531461495,2.1832913553467788,0.16460986477495856,0,493,1975610918
Complete,Coarse locked state,1.0869233531461495,1.0824045614841067,0.09625888145752795,1,493,1975610918
Complete,Design erasure,1.0869233531461495,1.241542322261609,0.09521863407473026,1,493,1975610918
Complete,Admissible refinement,1.0869233531461495,1.0693674613645274,0.09569868337766257,1,493,1975610918
Complete,Mediator-as-state,1.0869233531461495,0.7234045324015066,0.10462921872874414,0,493,1975610918
Complete,Post-action leakage,1.0869233531461495,0.913819102530714,0.10260362837269148,1,493,1975610918
Complete,Oracle state,1.0869233531461495,1.0791034749520716,0.09160754751927608,1,493,1975610918
Observed-state MAR,Untyped naive contrast,1.078289704248905,1.9957237765530267,0.18577340913904392,0,493,1975610918
Observed-state MAR,Coarse locked state,1.078289704248905,1.117091313611045,0.10365380908560434,1,493,1975610918
Observed-state MAR,Design erasure,1.078289704248905,1.254935645101287,0.09913621014214262,1,493,1975610918
Observed-state MAR,Admissible refinement,1.078289704248905,1.1035244892577127,0.10096592824701575,1,493,1975610918
Observed-state MAR,IPCW admissible refinement,1.078289704248905,1.1036055027999987,0.10105278715407441,1,493,1975610918
Observed-state MAR,Mediator-as-state,1.078289704248905,0.7917246372649803,0.10362772281192872,0,493,1975610918
Observed-state MAR,Post-action leakage,1.078289704248905,0.9045423774422984,0.11364871718913182,1,493,1975610918
