variant,method,true,estimate,se,covered,rep,seed
Outcome compression,Admissible refinement,1.061289028281504,1.1696494361072483,0.08932637167808538,1,106,659928234
Outcome compression,Oracle state,1.061289028281504,1.1932951961285345,0.08824733940415515,1,106,659928234
Nonclassical representation,Design erasure,1.0815184275449548,1.2149215666981115,0.09415376176156523,1,106,659928234
Nonclassical representation,Admissible refinement,1.0815184275449548,1.1828885680883985,0.09525256419104307,1,106,659928234
Nonclassical representation,Oracle state,1.0815184275449548,1.1979712097622626,0.09405214551755128,1,106,659928234
Baseline,Design erasure,1.0693170631298317,1.206008597384045,0.091762639951232,1,107,2282299743
Baseline,Admissible refinement,1.0693170631298317,0.9846326422495596,0.09354820817548286,1,107,2282299743
Baseline,Oracle state,1.0693170631298317,1.0054023350866006,0.08933436982630338,1,107,2282299743
Positivity stress,Design erasure,1.0638396535840144,1.21949696299756,0.09890775426418734,1,107,2282299743
Positivity stress,Admissible refinement,1.0638396535840144,1.0121912271547777,0.09650979397661918,1,107,2282299743
Positivity stress,Oracle state,1.0638396535840144,1.0258856755310117,0.09457471344962619,1,107,2282299743
Outcome compression,Design erasure,1.1078706706649954,1.3170303661452083,0.08428807945881442,0,107,2282299743
Outcome compression,Admissible refinement,1.1078706706649954,1.2418203883890755,0.08390706386088702,1,107,2282299743
Outcome compression,Oracle state,1.1078706706649954,1.2207574164574544,0.08157741806269356,1,107,2282299743
Nonclassical representation,Design erasure,1.0433192089349224,1.0567674006231538,0.08544987177235815,1,107,2282299743
Nonclassical representation,Admissible refinement,1.0433192089349224,1.0157744642948359,0.08710370511747285,1,107,2282299743
Nonclassical representation,Oracle state,1.0433192089349224,1.0050124227936612,0.08325958352205105,1,107,2282299743
Baseline,Design erasure,1.0827463354328148,1.1697467325882962,0.08721789805838139,1,108,4242664184
Baseline,Admissible refinement,1.0827463354328148,1.001684003080107,0.08401147280194608,1,108,4242664184
Baseline,Oracle state,1.0827463354328148,1.0135099965751677,0.08313234215696808,1,108,4242664184
Positivity stress,Design erasure,1.0736471922553223,1.2784196701592112,0.10192953515893771,0,108,4242664184
Positivity stress,Admissible refinement,1.0736471922553223,1.0364763321349877,0.10623633492552459,1,108,4242664184
Positivity stress,Oracle state,1.0736471922553223,1.0340214766480913,0.10241538751284077,1,108,4242664184
Outcome compression,Design erasure,1.0380600365821957,1.070627578141449,0.09844030379936661,1,108,4242664184
Outcome compression,Admissible refinement,1.0380600365821957,0.9959283923567038,0.09919384826598696,1,108,4242664184
Outcome compression,Oracle state,1.0380600365821957,1.0388798828197912,0.09435348751326195,1,108,4242664184
Nonclassical representation,Design erasure,1.0544839634772052,1.0741322155208128,0.0887032884355988,1,108,4242664184
Nonclassical representation,Admissible refinement,1.0544839634772052,1.0522469368964102,0.08797404380693097,1,108,4242664184
Nonclassical representation,Oracle state,1.0544839634772052,1.0670209841917848,0.08413820626982539,1,108,4242664184
Baseline,Design erasure,1.0753259595137377,1.0469419029420741,0.08972073785231154,1,109,1286336907
Baseline,Admissible refinement,1.0753259595137377,0.8984992360610004,0.090592405204503,1,109,1286336907
Baseline,Oracle state,1.0753259595137377,0.8915408794732593,0.08798260618572466,0,109,1286336907
Positivity stress,Design erasure,1.1142847133439402,1.2905134619116114,0.09324143902047674,1,109,1286336907
Positivity stress,Admissible refinement,1.1142847133439402,1.0530697110072058,0.09031049768594503,1,109,1286336907
Positivity stress,Oracle state,1.1142847133439402,1.0482848812208747,0.08998102093686862,1,109,1286336907
Outcome compression,Design erasure,1.068083233715305,1.271298253591715,0.08649759981853217,0,109,1286336907
Outcome compression,Admissible refinement,1.068083233715305,1.2112372931046376,0.08789512776116525,1,109,1286336907
Outcome compression,Oracle state,1.068083233715305,1.2122195880093642,0.08449885216862017,1,109,1286336907
Nonclassical representation,Design erasure,1.0547930679622932,1.0769630366769958,0.09344037128523858,1,109,1286336907
Nonclassical representation,Admissible refinement,1.0547930679622932,1.0077866845656993,0.09009411805924643,1,109,1286336907
Nonclassical representation,Oracle state,1.0547930679622932,0.9951041906713949,0.08884213581621209,1,109,1286336907
Baseline,Design erasure,1.0975482420731195,1.385702378263378,0.08631823403297478,0,110,3583898573
Baseline,Admissible refinement,1.0975482420731195,1.2150122159239145,0.08868119980205334,1,110,3583898573
Baseline,Oracle state,1.0975482420731195,1.2232945523819958,0.08830179241030182,1,110,3583898573
Positivity stress,Design erasure,1.0751657243254964,1.5188985566719182,0.08577148409965364,0,110,3583898573
Positivity stress,Admissible refinement,1.0751657243254964,1.248845617913388,0.0920303928321287,1,110,3583898573
Positivity stress,Oracle state,1.0751657243254964,1.252039567855976,0.09019067460028504,0,110,3583898573
Outcome compression,Design erasure,1.0314386649135607,1.0368366077975593,0.08735790507602241,1,110,3583898573
Outcome compression,Admissible refinement,1.0314386649135607,1.0016222023362373,0.08826204197310691,1,110,3583898573
Outcome compression,Oracle state,1.0314386649135607,0.9701761152625926,0.08656304956600949,1,110,3583898573
Nonclassical representation,Design erasure,1.0130733436289754,1.0768437271167022,0.09678942825378967,1,110,3583898573
Nonclassical representation,Admissible refinement,1.0130733436289754,1.050875068236442,0.09646804704342489,1,110,3583898573
Nonclassical representation,Oracle state,1.0130733436289754,1.0393774208097966,0.09532765371903063,1,110,3583898573
Baseline,Design erasure,1.1135325876039543,1.3211599157210903,0.09180222558282398,0,111,885060939
Baseline,Admissible refinement,1.1135325876039543,1.1206445211454485,0.09296819488817719,1,111,885060939
Baseline,Oracle state,1.1135325876039543,1.1323437601984243,0.08942049411297857,1,111,885060939
Positivity stress,Design erasure,1.1087352114504814,1.4094048431900161,0.09431689004795651,0,111,885060939
Positivity stress,Admissible refinement,1.1087352114504814,1.1649983943974949,0.0987924834798641,1,111,885060939
Positivity stress,Oracle state,1.1087352114504814,1.136173220480212,0.09721521679118188,1,111,885060939
Outcome compression,Design erasure,1.0358496382841558,0.9576606812535431,0.08386072584328967,1,111,885060939
Outcome compression,Admissible refinement,1.0358496382841558,0.9259738157149803,0.08473452312657818,1,111,885060939
Outcome compression,Oracle state,1.0358496382841558,0.9433427860928935,0.08318468037169055,1,111,885060939
Nonclassical representation,Design erasure,1.0377322125543367,1.1317363978544954,0.09911596471243378,1,111,885060939
Nonclassical representation,Admissible refinement,1.0377322125543367,1.0485735319525793,0.09643002729296006,1,111,885060939
Nonclassical representation,Oracle state,1.0377322125543367,1.0820608390096376,0.09560861497493682,1,111,885060939
Baseline,Design erasure,1.0441764663623714,1.3405435602777531,0.08843968855620998,0,112,1734941577
Baseline,Admissible refinement,1.0441764663623714,1.1744287524832062,0.0861794717859445,1,112,1734941577
Baseline,Oracle state,1.0441764663623714,1.15472836924922,0.08541547638842026,1,112,1734941577
Positivity stress,Design erasure,1.042808422619723,1.3818810393668304,0.09299217852722828,0,112,1734941577
Positivity stress,Admissible refinement,1.042808422619723,1.1091849508489076,0.09448455726686157,1,112,1734941577
Positivity stress,Oracle state,1.042808422619723,1.1228412653676745,0.09289341499008792,1,112,1734941577
Outcome compression,Design erasure,1.0370824825951348,1.237678129077221,0.08573504731000642,0,112,1734941577
Outcome compression,Admissible refinement,1.0370824825951348,1.1879015600277378,0.08553634162896308,1,112,1734941577
Outcome compression,Oracle state,1.0370824825951348,1.1913319886320797,0.08266689314172865,1,112,1734941577
Nonclassical representation,Design erasure,1.070744908775268,0.9575772416510684,0.10810390517797765,1,112,1734941577
Nonclassical representation,Admissible refinement,1.070744908775268,0.9132533590394608,0.10626897948017341,1,112,1734941577
Nonclassical representation,Oracle state,1.070744908775268,0.9248488762474988,0.10358712925734495,1,112,1734941577
Baseline,Design erasure,1.0781517305469628,1.293094672141844,0.08972359956180181,0,113,714574795
Baseline,Admissible refinement,1.0781517305469628,1.1300329585781896,0.08817475769333258,1,113,714574795
Baseline,Oracle state,1.0781517305469628,1.1294626216377206,0.08490154419869757,1,113,714574795
Positivity stress,Design erasure,1.0177230433440347,1.393902596518249,0.10194958746813515,0,113,714574795
Positivity stress,Admissible refinement,1.0177230433440347,1.117631293850863,0.10768286497856298,1,113,714574795
Positivity stress,Oracle state,1.0177230433440347,1.1108511762635949,0.10775166142945983,1,113,714574795
Outcome compression,Design erasure,1.0844342072570505,1.2163764684343135,0.0803719941130737,1,113,714574795
Outcome compression,Admissible refinement,1.0844342072570505,1.1299565662925455,0.09040385466241374,1,113,714574795
Outcome compression,Oracle state,1.0844342072570505,1.154957118575015,0.08166324318184245,1,113,714574795
Nonclassical representation,Design erasure,1.1062445170878703,1.174069147867569,0.1015528580540157,1,113,714574795
Nonclassical representation,Admissible refinement,1.1062445170878703,1.1296329147169657,0.10068060495328847,1,113,714574795
Nonclassical representation,Oracle state,1.1062445170878703,1.114725247016692,0.1013780314275061,1,113,714574795
Baseline,Design erasure,1.0859807046121943,1.0961823239846906,0.09723176449201686,1,114,3935054340
Baseline,Admissible refinement,1.0859807046121943,0.9595305263763401,0.09155539812423782,1,114,3935054340
Baseline,Oracle state,1.0859807046121943,0.9844706032993412,0.09074570360121074,1,114,3935054340
Positivity stress,Design erasure,1.0909378502694407,1.3528204519751927,0.09728164333511931,0,114,3935054340
Positivity stress,Admissible refinement,1.0909378502694407,1.0244523228409677,0.09766777370739607,1,114,3935054340
Positivity stress,Oracle state,1.0909378502694407,1.0193942597713,0.09381007286508299,1,114,3935054340
Outcome compression,Design erasure,1.007001028820423,1.0654700324200923,0.0821458188440331,1,114,3935054340
Outcome compression,Admissible refinement,1.007001028820423,1.045639872273027,0.0855127709594254,1,114,3935054340
Outcome compression,Oracle state,1.007001028820423,1.049439466464375,0.08373248447383895,1,114,3935054340
Nonclassical representation,Design erasure,1.0748950912013804,1.1382224708685191,0.08344372546369633,1,114,3935054340
Nonclassical representation,Admissible refinement,1.0748950912013804,1.096939221629496,0.08376948541666564,1,114,3935054340
Nonclassical representation,Oracle state,1.0748950912013804,1.1107049775421944,0.08445914131771862,1,114,3935054340
Baseline,Design erasure,1.101418703369654,1.170069650561867,0.09350339804538159,1,115,3840635052
Baseline,Admissible refinement,1.101418703369654,1.037027065833437,0.08821575465810921,1,115,3840635052
Baseline,Oracle state,1.101418703369654,1.0365665515757105,0.09072970678079949,1,115,3840635052
Positivity stress,Design erasure,1.0565827011498106,1.2437216044095005,0.09089635335904636,0,115,3840635052
Positivity stress,Admissible refinement,1.0565827011498106,0.9839148486405545,0.09274291575988886,1,115,3840635052
Positivity stress,Oracle state,1.0565827011498106,0.9578495425147406,0.08787788379554662,1,115,3840635052
Outcome compression,Design erasure,1.0572618205045194,1.0721603630802843,0.1063677624248459,1,115,3840635052
Outcome compression,Admissible refinement,1.0572618205045194,1.018029249156961,0.10734172402046775,1,115,3840635052
Outcome compression,Oracle state,1.0572618205045194,1.0516975467559142,0.10286888902872096,1,115,3840635052
Nonclassical representation,Design erasure,1.0719973697533676,1.1955183841987826,0.09460365502284426,1,115,3840635052
Nonclassical representation,Admissible refinement,1.0719973697533676,1.1313477668357772,0.09488631539063597,1,115,3840635052
Nonclassical representation,Oracle state,1.0719973697533676,1.1521643129011494,0.09078308725107483,1,115,3840635052
Baseline,Design erasure,1.0748858313798386,1.196528282180792,0.08604386787862664,1,116,3727809650
Baseline,Admissible refinement,1.0748858313798386,1.0756926687320383,0.08613265071382858,1,116,3727809650
Baseline,Oracle state,1.0748858313798386,1.0871058151993938,0.084118994733209,1,116,3727809650
Positivity stress,Design erasure,1.0911422040942078,1.4216344505217449,0.09669059784036016,0,116,3727809650
Positivity stress,Admissible refinement,1.0911422040942078,1.14656624948347,0.10750747677944994,1,116,3727809650
Positivity stress,Oracle state,1.0911422040942078,1.1691419785446082,0.10245409891294723,1,116,3727809650
Outcome compression,Design erasure,1.0636417027939642,1.1199341317038018,0.07469358149910038,1,116,3727809650
Outcome compression,Admissible refinement,1.0636417027939642,1.0828443331515163,0.07736608779765693,1,116,3727809650
Outcome compression,Oracle state,1.0636417027939642,1.0994084304241587,0.07669099823736593,1,116,3727809650
Nonclassical representation,Design erasure,1.1072741454574835,1.279067724687778,0.0844099406730065,0,116,3727809650
Nonclassical representation,Admissible refinement,1.1072741454574835,1.1999809778512798,0.09016852394595712,1,116,3727809650
Nonclassical representation,Oracle state,1.1072741454574835,1.2146060008436819,0.08456855726426092,1,116,3727809650
Baseline,Design erasure,1.0189285400646264,1.3400092387822966,0.08454644419916953,0,117,3609184954
Baseline,Admissible refinement,1.0189285400646264,1.2288292488599974,0.08641152284153127,0,117,3609184954
Baseline,Oracle state,1.0189285400646264,1.219914140391329,0.08521421510577559,0,117,3609184954
Positivity stress,Design erasure,1.0657970101457546,1.2113799589373762,0.09761450445421278,1,117,3609184954
Positivity stress,Admissible refinement,1.0657970101457546,0.9519615962645241,0.09695262696442722,1,117,3609184954
Positivity stress,Oracle state,1.0657970101457546,0.9526737579255825,0.09316623950145522,1,117,3609184954
Outcome compression,Design erasure,1.0971432487511634,1.100121931218706,0.08348069904786574,1,117,3609184954
Outcome compression,Admissible refinement,1.0971432487511634,1.0440814408473271,0.086390051257506,1,117,3609184954
Outcome compression,Oracle state,1.0971432487511634,1.0590236959367225,0.08598895666246474,1,117,3609184954
Nonclassical representation,Design erasure,1.0832547254566325,1.1526069159440082,0.09085578791903952,1,117,3609184954
Nonclassical representation,Admissible refinement,1.0832547254566325,1.0923756879133442,0.09174938966267505,1,117,3609184954
Nonclassical representation,Oracle state,1.0832547254566325,1.0604511314092,0.09085355386741882,1,117,3609184954
Baseline,Design erasure,1.0628906655324892,1.1646142365967753,0.08731737579341849,1,118,2300680692
Baseline,Admissible refinement,1.0628906655324892,1.0396207094247722,0.09293422492969391,1,118,2300680692
Baseline,Oracle state,1.0628906655324892,1.028201072949173,0.09012209633660724,1,118,2300680692
Positivity stress,Design erasure,1.0705568801473857,1.2847675953529527,0.09690723608655898,0,118,2300680692
Positivity stress,Admissible refinement,1.0705568801473857,0.9871463330953699,0.0983255569349008,1,118,2300680692
Positivity stress,Oracle state,1.0705568801473857,1.0154479160583634,0.09607672518794047,1,118,2300680692
Outcome compression,Design erasure,1.0463767208421564,1.1968854315800976,0.07884313071822943,1,118,2300680692
Outcome compression,Admissible refinement,1.0463767208421564,1.1063550812130907,0.07926176624101249,1,118,2300680692
Outcome compression,Oracle state,1.0463767208421564,1.0883667980915603,0.07799663164200378,1,118,2300680692
Nonclassical representation,Design erasure,1.029333708994125,1.080131727409479,0.08565743837836962,1,118,2300680692
Nonclassical representation,Admissible refinement,1.029333708994125,1.0487990282919386,0.08767341515750528,1,118,2300680692
Nonclassical representation,Oracle state,1.029333708994125,1.0446513179135377,0.08680211203552556,1,118,2300680692
Baseline,Design erasure,1.0536937344150874,1.0433639118873503,0.08660768240715189,1,119,878197170
Baseline,Admissible refinement,1.0536937344150874,0.932492821801029,0.08368759512929425,1,119,878197170
Baseline,Oracle state,1.0536937344150874,0.9641783600848016,0.08167748230077115,1,119,878197170
Positivity stress,Design erasure,1.072276839582276,1.0765197663312938,0.10437774257896199,1,119,878197170
Positivity stress,Admissible refinement,1.072276839582276,0.8590986718429322,0.10467004664257655,0,119,878197170
Positivity stress,Oracle state,1.072276839582276,0.8781884365585025,0.09902864312854197,1,119,878197170
Outcome compression,Design erasure,1.055957479952797,1.1300757035110855,0.08746507455978754,1,119,878197170
Outcome compression,Admissible refinement,1.055957479952797,1.104752233864172,0.09187480249527483,1,119,878197170
Outcome compression,Oracle state,1.055957479952797,1.0698465054128243,0.0922642013212296,1,119,878197170
Nonclassical representation,Design erasure,1.0407359124269542,1.0673521096531933,0.0902972720343374,1,119,878197170
Nonclassical representation,Admissible refinement,1.0407359124269542,1.0238118700860195,0.09069871242171125,1,119,878197170
Nonclassical representation,Oracle state,1.0407359124269542,1.0428382842011157,0.08708421275184995,1,119,878197170
Baseline,Design erasure,1.0670338806760502,1.143826782867717,0.08482988055847238,1,120,3170678290
Baseline,Admissible refinement,1.0670338806760502,1.041682941476068,0.08669915381114741,1,120,3170678290
Baseline,Oracle state,1.0670338806760502,1.0492729183501994,0.08259379526809463,1,120,3170678290
Positivity stress,Design erasure,1.0939122026803016,1.406429995768097,0.09732150504468304,0,120,3170678290
Positivity stress,Admissible refinement,1.0939122026803016,1.1425124168255003,0.10276350642088466,1,120,3170678290
Positivity stress,Oracle state,1.0939122026803016,1.129988861747361,0.10200711915096798,1,120,3170678290
Outcome compression,Design erasure,1.0535712595684297,0.9899986833023147,0.08454643456057055,1,120,3170678290
Outcome compression,Admissible refinement,1.0535712595684297,0.9324892658394249,0.08410978497480653,1,120,3170678290
Outcome compression,Oracle state,1.0535712595684297,0.9630784073581176,0.08129858973008253,1,120,3170678290
Nonclassical representation,Design erasure,1.0699934474527308,1.310255785403342,0.08917267624736658,0,120,3170678290
Nonclassical representation,Admissible refinement,1.0699934474527308,1.2561321996892845,0.09371226154225847,0,120,3170678290
Nonclassical representation,Oracle state,1.0699934474527308,1.2661918407623733,0.0856300489323155,0,120,3170678290
Baseline,Design erasure,1.0618512565557259,1.280047555569262,0.09318809986220192,0,121,1267269685
Baseline,Admissible refinement,1.0618512565557259,1.1104877524370371,0.08862493956556772,1,121,1267269685
Baseline,Oracle state,1.0618512565557259,1.1060300680792645,0.08642875175236024,1,121,1267269685
Positivity stress,Design erasure,1.0718416814595715,1.4950398945620906,0.10351852164878005,0,121,1267269685
Positivity stress,Admissible refinement,1.0718416814595715,1.2831308586142611,0.10492911924187072,0,121,1267269685
Positivity stress,Oracle state,1.0718416814595715,1.3101859462293834,0.10109526917806066,0,121,1267269685
Outcome compression,Design erasure,1.0402019620142364,1.0637421789278723,0.08859901385765828,1,121,1267269685
Outcome compression,Admissible refinement,1.0402019620142364,1.000009789280839,0.09170746538794268,1,121,1267269685
Outcome compression,Oracle state,1.0402019620142364,0.9653748468009131,0.08986190858049582,1,121,1267269685
Nonclassical representation,Design erasure,1.04385047842146,1.1812065463697867,0.08995018695482841,1,121,1267269685
Nonclassical representation,Admissible refinement,1.04385047842146,1.1424335509453127,0.09277770118125156,1,121,1267269685
Nonclassical representation,Oracle state,1.04385047842146,1.137776490072677,0.08961090631534792,1,121,1267269685
Baseline,Design erasure,1.0524577487068445,1.1089389232018276,0.08627105487075315,1,122,2054235310
Baseline,Admissible refinement,1.0524577487068445,1.0160248442243744,0.08342445531420489,1,122,2054235310
Baseline,Oracle state,1.0524577487068445,1.0341625647208148,0.08185830398717331,1,122,2054235310
Positivity stress,Design erasure,1.0371091147486844,1.1867208231001505,0.08888327145599267,1,122,2054235310
Positivity stress,Admissible refinement,1.0371091147486844,0.9333148101676131,0.09126889308627922,1,122,2054235310
Positivity stress,Oracle state,1.0371091147486844,0.987462425089913,0.0910781227624797,1,122,2054235310
Outcome compression,Design erasure,1.0866186602477508,1.2166264249934053,0.09425934234187112,1,122,2054235310
Outcome compression,Admissible refinement,1.0866186602477508,1.142684084073582,0.09271015410623842,1,122,2054235310
Outcome compression,Oracle state,1.0866186602477508,1.1486699391333348,0.09181518673320666,1,122,2054235310
Nonclassical representation,Design erasure,1.067452334115584,1.02279513428388,0.08454364102923921,1,122,2054235310
Nonclassical representation,Admissible refinement,1.067452334115584,1.0103638398661172,0.08596253010725022,1,122,2054235310
Nonclassical representation,Oracle state,1.067452334115584,0.9983047562009456,0.08282929610095899,1,122,2054235310
Baseline,Design erasure,1.0675004693097738,1.314484932339934,0.08556133833974248,0,123,1525923295
Baseline,Admissible refinement,1.0675004693097738,1.1859863266766852,0.08484279327502503,1,123,1525923295
Baseline,Oracle state,1.0675004693097738,1.161751924178419,0.08156215946019167,1,123,1525923295
Positivity stress,Design erasure,1.0739778698191473,1.3629917555901414,0.09406308415487641,0,123,1525923295
Positivity stress,Admissible refinement,1.0739778698191473,1.1475259441351335,0.09618736319392877,1,123,1525923295
Positivity stress,Oracle state,1.0739778698191473,1.1289634008679075,0.09520654870445848,1,123,1525923295
Outcome compression,Design erasure,1.0847819560517553,1.3045040371770575,0.08393195284270957,0,123,1525923295
Outcome compression,Admissible refinement,1.0847819560517553,1.2623867905961876,0.08665150772868556,0,123,1525923295
Outcome compression,Oracle state,1.0847819560517553,1.2480475991605184,0.08366947967203768,1,123,1525923295
Nonclassical representation,Design erasure,1.0776570246777923,1.1214248173213033,0.08902703185164243,1,123,1525923295
Nonclassical representation,Admissible refinement,1.0776570246777923,1.0884936327512185,0.08947611994450863,1,123,1525923295
Nonclassical representation,Oracle state,1.0776570246777923,1.0821655246526731,0.08839519157961787,1,123,1525923295
Baseline,Design erasure,1.065103139940723,1.3936146899155744,0.09669843575929911,0,124,1518371271
Baseline,Admissible refinement,1.065103139940723,1.1963400732602096,0.09338562165509741,1,124,1518371271
Baseline,Oracle state,1.065103139940723,1.2029551967524053,0.09134210281981572,1,124,1518371271
Positivity stress,Design erasure,1.0907196489210869,1.3995786342672112,0.07759817507684463,0,124,1518371271
Positivity stress,Admissible refinement,1.0907196489210869,1.1279069665977044,0.07898140871968398,1,124,1518371271
Positivity stress,Oracle state,1.0907196489210869,1.153647119685217,0.07951621655222292,1,124,1518371271
Outcome compression,Design erasure,1.0652425192622266,1.2730734332706035,0.09891859525854474,0,124,1518371271
Outcome compression,Admissible refinement,1.0652425192622266,1.218592540057083,0.09789719932250542,1,124,1518371271
Outcome compression,Oracle state,1.0652425192622266,1.2053832675384206,0.09169587737330873,1,124,1518371271
Nonclassical representation,Design erasure,1.0907158802977825,1.1744294891130431,0.1090808356750023,1,124,1518371271
Nonclassical representation,Admissible refinement,1.0907158802977825,1.140652666786537,0.10834327154683152,1,124,1518371271
Nonclassical representation,Oracle state,1.0907158802977825,1.107389090995397,0.10086083149642351,1,124,1518371271
Baseline,Design erasure,1.0441772634260136,1.202916795726993,0.09398450131936432,1,125,2104674723
Baseline,Admissible refinement,1.0441772634260136,1.0326049378311546,0.08863225156445745,1,125,2104674723
Baseline,Oracle state,1.0441772634260136,1.053730148342745,0.08878574185542362,1,125,2104674723
Positivity stress,Design erasure,1.0794542214821603,1.3920288496944364,0.10310039691625476,0,125,2104674723
Positivity stress,Admissible refinement,1.0794542214821603,1.2413503613700958,0.10296748046019971,1,125,2104674723
Positivity stress,Oracle state,1.0794542214821603,1.221762523490933,0.10154351648619063,1,125,2104674723
Outcome compression,Design erasure,1.0153124946284529,1.0508191378963372,0.08607579205126667,1,125,2104674723
Outcome compression,Admissible refinement,1.0153124946284529,0.9634836301161792,0.08510173884755134,1,125,2104674723
Outcome compression,Oracle state,1.0153124946284529,0.962721700689247,0.08186423371895048,1,125,2104674723
Nonclassical representation,Design erasure,1.0992360978082059,1.182262766545423,0.08756402492850729,1,125,2104674723
Nonclassical representation,Admissible refinement,1.0992360978082059,1.135812093028106,0.08614072970750103,1,125,2104674723
Nonclassical representation,Oracle state,1.0992360978082059,1.119899608913599,0.0842606009325343,1,125,2104674723
Baseline,Design erasure,1.0658357650355585,1.2073707390716524,0.09808909296409096,1,126,1691249171
Baseline,Admissible refinement,1.0658357650355585,1.0892856096140924,0.09430717705481895,1,126,1691249171
Baseline,Oracle state,1.0658357650355585,1.0807179306329138,0.09094110403082248,1,126,1691249171
Positivity stress,Design erasure,1.0627621777085952,1.3438240927135707,0.0965125419891896,0,126,1691249171
Positivity stress,Admissible refinement,1.0627621777085952,1.1447781175381528,0.09378667633208176,1,126,1691249171
Positivity stress,Oracle state,1.0627621777085952,1.1455821110871904,0.09339239500258312,1,126,1691249171
Outcome compression,Design erasure,1.062567559475682,1.148446887468643,0.08817874095142504,1,126,1691249171
Outcome compression,Admissible refinement,1.062567559475682,1.0621288164311333,0.08968071665389057,1,126,1691249171
Outcome compression,Oracle state,1.062567559475682,1.101991517303162,0.08954838990217158,1,126,1691249171
Nonclassical representation,Design erasure,1.0456299329790788,1.1449233814958437,0.09157211278502277,1,126,1691249171
Nonclassical representation,Admissible refinement,1.0456299329790788,1.0917056812554844,0.09064518225543816,1,126,1691249171
Nonclassical representation,Oracle state,1.0456299329790788,1.1002136513317327,0.0903852587464618,1,126,1691249171
Baseline,Design erasure,1.0858526415344842,1.2534242751473206,0.08695927904556823,1,127,1720163229
Baseline,Admissible refinement,1.0858526415344842,1.1238410947615411,0.08110717914873178,1,127,1720163229
Baseline,Oracle state,1.0858526415344842,1.1105289110588261,0.07967610462407658,1,127,1720163229
Positivity stress,Design erasure,1.0539275351239354,1.3101577003455285,0.09704952307601873,0,127,1720163229
Positivity stress,Admissible refinement,1.0539275351239354,1.0886188143934095,0.09908944512220352,1,127,1720163229
Positivity stress,Oracle state,1.0539275351239354,1.0980716971081763,0.09869536470519431,1,127,1720163229
Outcome compression,Design erasure,1.0787946013686545,1.0954389080339186,0.10047142730806069,1,127,1720163229
Outcome compression,Admissible refinement,1.0787946013686545,1.0590361399224058,0.10053228461558855,1,127,1720163229
Outcome compression,Oracle state,1.0787946013686545,1.0478913230448739,0.09572643049079121,1,127,1720163229
Nonclassical representation,Design erasure,1.0345283700104027,1.1146921305638107,0.0852889175613846,1,127,1720163229
Nonclassical representation,Admissible refinement,1.0345283700104027,1.0756028171807068,0.08885347601419567,1,127,1720163229
Nonclassical representation,Oracle state,1.0345283700104027,1.0183315801490682,0.08267228158704802,1,127,1720163229
Baseline,Design erasure,1.0740503775207175,1.0793457507740642,0.09896071812715553,1,128,173493889
Baseline,Admissible refinement,1.0740503775207175,0.9143192832407396,0.09551274022315089,1,128,173493889
Baseline,Oracle state,1.0740503775207175,0.9383848440958494,0.09582735790994111,1,128,173493889
Positivity stress,Design erasure,1.0683347934357927,1.430560555196825,0.09864109379469119,0,128,173493889
Positivity stress,Admissible refinement,1.0683347934357927,1.166468042325555,0.10797298536261793,1,128,173493889
Positivity stress,Oracle state,1.0683347934357927,1.1761050001643325,0.10483341668222257,1,128,173493889
Outcome compression,Design erasure,1.0421272429661042,0.9872398942663548,0.0843875287029447,1,128,173493889
Outcome compression,Admissible refinement,1.0421272429661042,0.9522591769188261,0.08622609584113466,1,128,173493889
Outcome compression,Oracle state,1.0421272429661042,0.9713748467796701,0.08506711311832156,1,128,173493889
Nonclassical representation,Design erasure,1.0864785998277795,1.1198098102659686,0.07863659891025696,1,128,173493889
Nonclassical representation,Admissible refinement,1.0864785998277795,1.0410554372907748,0.08001334007247156,1,128,173493889
Nonclassical representation,Oracle state,1.0864785998277795,1.0724639965246727,0.07844107613221794,1,128,173493889
Baseline,Design erasure,1.0754150045741986,1.204663682938891,0.09457311167236176,1,129,2736830544
Baseline,Admissible refinement,1.0754150045741986,1.0382673590138247,0.08586154343445589,1,129,2736830544
Baseline,Oracle state,1.0754150045741986,1.0737445610391139,0.08273525497524095,1,129,2736830544
Positivity stress,Design erasure,1.103006520552488,1.4362831607399613,0.11279556236621069,0,129,2736830544
Positivity stress,Admissible refinement,1.103006520552488,1.1877292603991942,0.1098078248071067,1,129,2736830544
Positivity stress,Oracle state,1.103006520552488,1.221064211238454,0.10636084322419598,1,129,2736830544
Outcome compression,Design erasure,1.1281540065065767,1.2260384474451709,0.0897859892310779,1,129,2736830544
Outcome compression,Admissible refinement,1.1281540065065767,1.1616788240689906,0.09002267894590875,1,129,2736830544
Outcome compression,Oracle state,1.1281540065065767,1.1525235730987857,0.08709763254251485,1,129,2736830544
Nonclassical representation,Design erasure,1.071242544509875,1.2196503091283146,0.09846574702743545,1,129,2736830544
Nonclassical representation,Admissible refinement,1.071242544509875,1.1785576142338567,0.0980434159526291,1,129,2736830544
Nonclassical representation,Oracle state,1.071242544509875,1.1542289021571754,0.09607164753802842,1,129,2736830544
Baseline,Design erasure,1.0610278453025401,1.2464644851466897,0.09662954807119752,1,130,830194144
Baseline,Admissible refinement,1.0610278453025401,1.0726740640424086,0.09326934156262442,1,130,830194144
Baseline,Oracle state,1.0610278453025401,1.0760852258579132,0.09209383482637065,1,130,830194144
